Rivers,Gauge Sites,Date,Up Stream,Down Stream
CHENAB,Qadirabad,21-Aug-19,66477,58477
CHENAB,Trimmu,21-Aug-19,97519,84719
CHENAB,Punjnad,21-Aug-19,68470,52570
RAVI,Jassar,21-Aug-19,-,11454
RAVI,Balloki,21-Aug-19,44495,26595
RAVI,Sidhnai,21-Aug-19,25084,10284
SUTLEJ,Sulemanki,21-Aug-19,30940,18880
SUTLEJ,Islam,21-Aug-19,9424,7874
INDUS,Kalabagh,21-Aug-19,202786,194786
INDUS,Chashma,21-Aug-19,192500,171500
INDUS,Taunsa,21-Aug-19,257877,245677
INDUS,Guddu,21-Aug-19,422653,386041
INDUS,Sukkar,21-Aug-19,363850,303625
INDUS,Kotri,21-Aug-19,181514,144639
JHELUM,Kotli,21-Aug-19,-,5030
JHELUM,Mangla,21-Aug-19,32000,10315
JHELUM,Rasul,21-Aug-19,8056,5341
CHENAB,Jammu Tavi,21-Aug-19,-,-
CHENAB,Marala,21-Aug-19,54921,32924
CHENAB,Khanki,21-Aug-19,56065,48446
CHENAB,Qadirabad,21-Aug-19,63123,54173
CHENAB,Trimmu,21-Aug-19,97519,84719
CHENAB,Punjnad,21-Aug-19,68470,52570
RAVI,Jassar,21-Aug-19,-,9964
RAVI,Balloki,21-Aug-19,39845,21845
RAVI,Sidhnai,21-Aug-19,25084,10284
SUTLEJ,Sulemanki,21-Aug-19,35704,23645
SUTLEJ,Islam,21-Aug-19,9424,7874
INDUS,Kalabagh,21-Aug-19,202786,194786
INDUS,Chashma,21-Aug-19,194166,171502
INDUS,Taunsa,21-Aug-19,226775,214575
INDUS,Guddu,21-Aug-19,422653,386041
INDUS,Sukkar,21-Aug-19,363850,303625
INDUS,Kotri,21-Aug-19,181514,144639
JHELUM,Kotli,21-Aug-19,-,4900
JHELUM,Mangla,21-Aug-19,35000,8015
JHELUM,Rasul,21-Aug-19,2715,Nil
CHENAB,Jammu Tavi,21-Aug-19,-,-
CHENAB,Marala,21-Aug-19,56027,32157
CHENAB,Khanki,21-Aug-19,46319,38700
CHENAB,Qadirabad,21-Aug-19,48220,40220
CHENAB,Trimmu,21-Aug-19,104029,91229
CHENAB,Punjnad,21-Aug-19,68520,52570
RAVI,Jassar,21-Aug-19,-,9219
RAVI,Balloki,21-Aug-19,39845,21845
RAVI,Sidhnai,21-Aug-19,25084,10284
SUTLEJ,Sulemanki,21-Aug-19,40835,28974
SUTLEJ,Islam,21-Aug-19,9424,7874
INDUS,Kalabagh,22-Aug-19,202786,194786
INDUS,Chashma,22-Aug-19,193783,172783
INDUS,Taunsa,22-Aug-19,197298,185098
INDUS,Guddu,22-Aug-19,406451,369989
INDUS,Sukkar,22-Aug-19,364630,303625
INDUS,Kotri,22-Aug-19,181444,144639
JHELUM,Kotli,22-Aug-19,-,4780
JHELUM,Mangla,22-Aug-19,33000,8015
JHELUM,Rasul,22-Aug-19,2715,NIL
CHENAB,Jammu Tavi,22-Aug-19,-,-
CHENAB,Marala,22-Aug-19,52230,27168
CHENAB,Khanki,22-Aug-19,41119,33500
CHENAB,Qadirabad,22-Aug-19,45189,37189
CHENAB,Trimmu,22-Aug-19,104029,91229
CHENAB,Punjnad,22-Aug-19,70625,54675
RAVI,Jassar,22-Aug-19,-,9591
RAVI,Balloki,22-Aug-19,37475,19475
RAVI,Sidhnai,22-Aug-19,26380,11580
SUTLEJ,Sulemanki,22-Aug-19,40882,29318
SUTLEJ,Islam,22-Aug-19,9424,7874
INDUS,Kalabagh,22-Aug-19,213673,205673
INDUS,Chashma,22-Aug-19,192732,169663
INDUS,Taunsa,22-Aug-19,189435,177235
INDUS,Guddu,22-Aug-19,404947,369989
INDUS,Sukkar,22-Aug-19,364630,303625
INDUS,Kotri,22-Aug-19,181944,144639
JHELUM,Kotli,22-Aug-19,-,4900
JHELUM,Mangla,22-Aug-19,30000,10015
JHELUM,Rasul,22-Aug-19,2715,NIL
CHENAB,Jammu Tavi,22-Aug-19,-,-
CHENAB,Marala,22-Aug-19,47910,21605
CHENAB,Khanki,22-Aug-19,41119,33500
CHENAB,Qadirabad,22-Aug-19,34117,24692
CHENAB,Trimmu,22-Aug-19,105821,93021
CHENAB,Punjnad,22-Aug-19,70625,54675
RAVI,Jassar,22-Aug-19,-,6852
RAVI,Balloki,22-Aug-19,35065,17065
RAVI,Sidhnai,22-Aug-19,26380,11580
SUTLEJ,Sulemanki,22-Aug-19,42952,31989
SUTLEJ,Islam,22-Aug-19,9424,7874
INDUS,Kalabagh,22-Aug-19,195949,187949
INDUS,Chashma,22-Aug-19,178494,157880
INDUS,Taunsa,22-Aug-19,164726,152526
INDUS,Guddu,22-Aug-19,397089,326839
INDUS,Sukkar,22-Aug-19,364630,303625
INDUS,Kotri,22-Aug-19,181944,144639
JHELUM,Kotli,22-Aug-19,-,4780
JHELUM,Mangla,22-Aug-19,30000,9815
JHELUM,Rasul,22-Aug-19,8081,5341
CHENAB,Jammu Tavi,22-Aug-19,-,-
CHENAB,Marala,22-Aug-19,54116,26518
CHENAB,Khanki,22-Aug-19,41119,33500
CHENAB,Qadirabad,22-Aug-19,35917,24692
CHENAB,Trimmu,22-Aug-19,105821,93021
CHENAB,Punjnad,22-Aug-19,71570,55045
RAVI,Jassar,22-Aug-19,-,9964
RAVI,Balloki,22-Aug-19,30370,12370
RAVI,Sidhnai,22-Aug-19,26380,11580
SUTLEJ,Sulemanki,22-Aug-19,53188,43226
SUTLEJ,Islam,22-Aug-19,9424,7874
INDUS,Kalabagh,22-Aug-19,185417,177417
INDUS,Chashma,22-Aug-19,178509,157440
INDUS,Taunsa,22-Aug-19,164726,152526
INDUS,Guddu,22-Aug-19,397089,326839
INDUS,Sukkar,22-Aug-19,364630,303625
INDUS,Kotri,22-Aug-19,181944,144639
JHELUM,Kotli,22-Aug-19,-,4650
JHELUM,Mangla,22-Aug-19,33000,19315
JHELUM,Rasul,22-Aug-19,2740,Nil
CHENAB,Jammu Tavi,22-Aug-19,-,-
CHENAB,Marala,22-Aug-19,53021,27571
CHENAB,Khanki,22-Aug-19,37181,29562
CHENAB,Qadirabad,22-Aug-19,37459,24692
CHENAB,Trimmu,22-Aug-19,103409,90609
CHENAB,Punjnad,22-Aug-19,71595,55045
RAVI,Jassar,22-Aug-19,-,10336
RAVI,Balloki,22-Aug-19,30370,12370
RAVI,Sidhnai,22-Aug-19,26380,11580
SUTLEJ,Sulemanki,22-Aug-19,58248,58248
SUTLEJ,Islam,22-Aug-19,9424,7874
INDUS,Kalabagh,23-Aug-19,187327,179327
INDUS,Chashma,23-Aug-19,174463,155463
INDUS,Taunsa,23-Aug-19,174680,162480
INDUS,Guddu,23-Aug-19,373600,339350
INDUS,Sukkar,23-Aug-19,358025,296110
INDUS,Kotri,23-Aug-19,181244,144639
JHELUM,Kotli,23-Aug-19,-,4780
JHELUM,Mangla,23-Aug-19,33000,19315
JHELUM,Rasul,23-Aug-19,2740,Nil
CHENAB,Jammu Tavi,23-Aug-19,-,-
CHENAB,Marala,23-Aug-19,58374,32924
CHENAB,Khanki,23-Aug-19,33067,25448
CHENAB,Qadirabad,23-Aug-19,28784,14453
CHENAB,Trimmu,23-Aug-19,103409,90609
CHENAB,Punjnad,23-Aug-19,72963,56413
RAVI,Jassar,23-Aug-19,-,11454
RAVI,Balloki,23-Aug-19,29470,11470
RAVI,Sidhnai,23-Aug-19,27702,12902
SUTLEJ,Sulemanki,23-Aug-19,56161,56161
SUTLEJ,Islam,23-Aug-19,9424,7874
INDUS,Kalabagh,23-Aug-19,176279,168279
INDUS,Chashma,23-Aug-19,178935,159935
INDUS,Taunsa,23-Aug-19,174680,162480
INDUS,Guddu,23-Aug-19,345492,310384
INDUS,Sukkar,23-Aug-19,358025,296110
INDUS,Kotri,23-Aug-19,182464,144639
JHELUM,Kotli,23-Aug-19,-,4780
JHELUM,Mangla,23-Aug-19,31000,15115
JHELUM,Rasul,23-Aug-19,7740,Nil
CHENAB,Jammu Tavi,23-Aug-19,-,-
CHENAB,Marala,23-Aug-19,53021,27571
CHENAB,Khanki,23-Aug-19,35445,27606
CHENAB,Qadirabad,23-Aug-19,24991,9991
CHENAB,Trimmu,23-Aug-19,100450,87650
CHENAB,Punjnad,23-Aug-19,77457,60907
RAVI,Jassar,23-Aug-19,-,7600
RAVI,Balloki,23-Aug-19,28790,10590
RAVI,Sidhnai,23-Aug-19,27702,12902
SUTLEJ,Sulemanki,23-Aug-19,59522,59522
SUTLEJ,Islam,23-Aug-19,13692,12142
INDUS,Kalabagh,23-Aug-19,155359,147359
INDUS,Chashma,23-Aug-19,179076,160076
INDUS,Taunsa,23-Aug-19,174680,162480
INDUS,Guddu,23-Aug-19,322413,286909
INDUS,Sukkar,23-Aug-19,351935,290020
INDUS,Kotri,23-Aug-19,182944,144639
JHELUM,Kotli,23-Aug-19,-,4650
JHELUM,Mangla,23-Aug-19,30000,13115
JHELUM,Rasul,23-Aug-19,7740,Nil
CHENAB,Jammu Tavi,23-Aug-19,-,-
CHENAB,Marala,23-Aug-19,47668,22218
CHENAB,Khanki,23-Aug-19,35494,27606
CHENAB,Qadirabad,23-Aug-19,32743,17743
CHENAB,Trimmu,23-Aug-19,93456,80656
CHENAB,Punjnad,23-Aug-19,77457,60907
RAVI,Jassar,23-Aug-19,-,12984
RAVI,Balloki,23-Aug-19,28790,10590
RAVI,Sidhnai,23-Aug-19,28023,13223
SUTLEJ,Sulemanki,23-Aug-19,60268,60268
SUTLEJ,Islam,23-Aug-19,13692,12142
INDUS,Kalabagh,23-Aug-19,142574,134574
INDUS,Chashma,23-Aug-19,179296,160296
INDUS,Taunsa,23-Aug-19,174680,162480
INDUS,Guddu,23-Aug-19,322413,286909
INDUS,Sukkar,23-Aug-19,351935,290020
INDUS,Kotri,23-Aug-19,182944,144639
JHELUM,Kotli,23-Aug-19,-,4530
JHELUM,Mangla,23-Aug-19,30000,13815
JHELUM,Rasul,23-Aug-19,7740,Nil
CHENAB,Jammu Tavi,23-Aug-19,-,-
CHENAB,Marala,23-Aug-19,47836,21066
CHENAB,Khanki,23-Aug-19,31412,23524
CHENAB,Qadirabad,23-Aug-19,30149,15149
CHENAB,Trimmu,23-Aug-19,88278,75478
CHENAB,Punjnad,23-Aug-19,77457,60907
RAVI,Jassar,23-Aug-19,-,15048
RAVI,Balloki,23-Aug-19,29670,11470
RAVI,Sidhnai,23-Aug-19,28323,13223
SUTLEJ,Sulemanki,23-Aug-19,59455,59455
SUTLEJ,Islam,23-Aug-19,12142,12142
INDUS,Kalabagh,24-Aug-19,158609,150609
INDUS,Chashma,24-Aug-19,176713,159782
INDUS,Taunsa,24-Aug-19,169603,157403
INDUS,Guddu,24-Aug-19,274152,241202
INDUS,Sukkar,24-Aug-19,328367,266222
INDUS,Kotri,24-Aug-19,186798,148613
JHELUM,Kotli,24-Aug-19,-,4650
JHELUM,Mangla,24-Aug-19,30000,13815
JHELUM,Rasul,24-Aug-19,7740,Nil
CHENAB,Jammu Tavi,24-Aug-19,-,-
CHENAB,Marala,24-Aug-19,47220,19060
CHENAB,Khanki,24-Aug-19,35494,27606
CHENAB,Qadirabad,24-Aug-19,30149,15149
CHENAB,Trimmu,24-Aug-19,74020,61220
CHENAB,Punjnad,24-Aug-19,77457,60907
RAVI,Jassar,24-Aug-19,-,15874
RAVI,Balloki,24-Aug-19,31475,13275
RAVI,Sidhnai,24-Aug-19,30442,15342
SUTLEJ,Sulemanki,24-Aug-19,66459,66459
SUTLEJ,Islam,24-Aug-19,12142,12142
INDUS,Kalabagh,24-Aug-19,158609,150609
INDUS,Chashma,24-Aug-19,167007,148007
INDUS,Taunsa,24-Aug-19,165726,152526
INDUS,Guddu,24-Aug-19,240023,207073
INDUS,Sukkar,24-Aug-19,328367,266222
INDUS,Kotri,24-Aug-19,187218,148613
JHELUM,Kotli,24-Aug-19,-,4530
JHELUM,Mangla,24-Aug-19,30000,15915
JHELUM,Rasul,24-Aug-19,7740,Nil
CHENAB,Jammu Tavi,24-Aug-19,-,-
CHENAB,Marala,24-Aug-19,47974,19060
CHENAB,Khanki,24-Aug-19,33312,25448
CHENAB,Qadirabad,24-Aug-19,29332,13207
CHENAB,Trimmu,24-Aug-19,74020,61220
CHENAB,Punjnad,24-Aug-19,77457,60907
RAVI,Jassar,24-Aug-19,-,12984
RAVI,Balloki,24-Aug-19,33280,15080
RAVI,Sidhnai,24-Aug-19,29203,14103
SUTLEJ,Sulemanki,24-Aug-19,NR,NR
SUTLEJ,Islam,24-Aug-19,12142,12142
INDUS,Kalabagh,24-Aug-19,144641,136641
INDUS,Chashma,24-Aug-19,166771,147771
INDUS,Taunsa,24-Aug-19,166726,152526
INDUS,Guddu,24-Aug-19,218702,185452
INDUS,Sukkar,24-Aug-19,323745,261600
INDUS,Kotri,24-Aug-19,191562,152457
JHELUM,Kotli,24-Aug-19,-,4530
JHELUM,Mangla,24-Aug-19,29000,14515
JHELUM,Rasul,24-Aug-19,7740,Nil
CHENAB,Jammu Tavi,24-Aug-19,-,-
CHENAB,Marala,24-Aug-19,48776,19060
CHENAB,Khanki,24-Aug-19,37426,29562
CHENAB,Qadirabad,24-Aug-19,30682,13207
CHENAB,Trimmu,24-Aug-19,58597,45797
CHENAB,Punjnad,24-Aug-19,77457,60907
RAVI,Jassar,24-Aug-19,-,16287
RAVI,Balloki,24-Aug-19,33280,15080
RAVI,Sidhnai,24-Aug-19,27372,12272
SUTLEJ,Sulemanki,24-Aug-19,58425,58425
SUTLEJ,Islam,24-Aug-19,12142,12142
INDUS,Kalabagh,24-Aug-19,156314,148314
INDUS,Chashma,24-Aug-19,166772,147772
INDUS,Taunsa,24-Aug-19,166726,152526
INDUS,Guddu,24-Aug-19,218702,185452
INDUS,Sukkar,24-Aug-19,323745,261600
INDUS,Kotri,24-Aug-19,191562,152457
JHELUM,Kotli,24-Aug-19,-,4410
JHELUM,Mangla,24-Aug-19,26000,12715
JHELUM,Rasul,24-Aug-19,7740,Nil
CHENAB,Jammu Tavi,24-Aug-19,-,-
CHENAB,Marala,24-Aug-19,53085,22567
CHENAB,Khanki,24-Aug-19,29500,21636
CHENAB,Qadirabad,24-Aug-19,28642,10642
CHENAB,Trimmu,24-Aug-19,56275,43375
CHENAB,Punjnad,24-Aug-19,77457,60907
RAVI,Jassar,24-Aug-19,-,16700
RAVI,Balloki,24-Aug-19,33985,15985
RAVI,Sidhnai,24-Aug-19,25389,10289
SUTLEJ,Sulemanki,24-Aug-19,60559,60559
SUTLEJ,Islam,24-Aug-19,12142,12142
INDUS,Kalabagh,25-Aug-19,143529,135529
INDUS,Chashma,25-Aug-19,166754,147754
INDUS,Taunsa,25-Aug-19,166726,152526
INDUS,Guddu,25-Aug-19,216760,183210
INDUS,Sukkar,25-Aug-19,239145,177000
INDUS,Kotri,25-Aug-19,191662,152757
JHELUM,Kotli,25-Aug-19,-,4530
JHELUM,Mangla,25-Aug-19,30000,12715
JHELUM,Rasul,25-Aug-19,7740,Nil
CHENAB,Jammu Tavi,25-Aug-19,-,-
CHENAB,Marala,25-Aug-19,50381,19060
CHENAB,Khanki,25-Aug-19,20499,12635
CHENAB,Qadirabad,25-Aug-19,28642,10642
CHENAB,Trimmu,25-Aug-19,51738,38838
CHENAB,Punjnad,25-Aug-19,77457,60907
RAVI,Jassar,25-Aug-19,-,15874
RAVI,Balloki,25-Aug-19,33985,15985
RAVI,Sidhnai,25-Aug-19,22804,7704
SUTLEJ,Sulemanki,25-Aug-19,54105,49600
SUTLEJ,Islam,25-Aug-19,18670,18670
INDUS,Kalabagh,25-Aug-19,154521,146521
INDUS,Chashma,25-Aug-19,168778,149778
INDUS,Taunsa,25-Aug-19,166726,152526
INDUS,Guddu,25-Aug-19,216745,183045
INDUS,Sukkar,25-Aug-19,232315,173010
INDUS,Kotri,25-Aug-19,191962,152757
JHELUM,Kotli,25-Aug-19,-,4650
JHELUM,Mangla,25-Aug-19,29000,15315
JHELUM,Rasul,25-Aug-19,7740,Nil
CHENAB,Jammu Tavi,25-Aug-19,-,-
CHENAB,Marala,25-Aug-19,46666,15286
CHENAB,Khanki,25-Aug-19,25042,17178
CHENAB,Qadirabad,25-Aug-19,20749,2749
CHENAB,Trimmu,25-Aug-19,49589,36601
CHENAB,Punjnad,25-Aug-19,79222,62672
RAVI,Jassar,25-Aug-19,-,13397
RAVI,Balloki,25-Aug-19,36090,17790
RAVI,Sidhnai,25-Aug-19,21559,6459
SUTLEJ,Sulemanki,25-Aug-19,54118,49600
SUTLEJ,Islam,25-Aug-19,18670,18670
INDUS,Kalabagh,25-Aug-19,144641,136641
INDUS,Chashma,25-Aug-19,168900,149900
INDUS,Taunsa,25-Aug-19,165687,149487
INDUS,Guddu,25-Aug-19,216745,183045
INDUS,Sukkar,25-Aug-19,230490,173010
INDUS,Kotri,25-Aug-19,192382,152757
JHELUM,Kotli,25-Aug-19,-,4530
JHELUM,Mangla,25-Aug-19,28000,15315
JHELUM,Rasul,25-Aug-19,7740,Nil
CHENAB,Jammu Tavi,25-Aug-19,-,-
CHENAB,Marala,25-Aug-19,53598,22218
CHENAB,Khanki,25-Aug-19,29524,21636
CHENAB,Qadirabad,25-Aug-19,22074,4074
CHENAB,Trimmu,25-Aug-19,44041,30941
CHENAB,Punjnad,25-Aug-19,79222,62672
RAVI,Jassar,25-Aug-19,-,14636
RAVI,Balloki,25-Aug-19,36990,18690
RAVI,Sidhnai,25-Aug-19,17692,2592
SUTLEJ,Sulemanki,25-Aug-19,56108,49600
SUTLEJ,Islam,25-Aug-19,18670,18670
INDUS,Kalabagh,25-Aug-19,140665,132665
INDUS,Chashma,25-Aug-19,168274,149274
INDUS,Taunsa,25-Aug-19,165687,149487
INDUS,Guddu,25-Aug-19,216745,183045
INDUS,Sukkar,25-Aug-19,230490,173010
INDUS,Kotri,25-Aug-19,192382,152757
JHELUM,Kotli,25-Aug-19,-,4650
JHELUM,Mangla,25-Aug-19,29000,15115
JHELUM,Rasul,25-Aug-19,7740,Nil
CHENAB,Jammu Tavi,25-Aug-19,-,-
CHENAB,Marala,25-Aug-19,58951,27571
CHENAB,Khanki,25-Aug-19,22906,15018
CHENAB,Qadirabad,25-Aug-19,24727,6723
CHENAB,Trimmu,25-Aug-19,40557,27457
CHENAB,Punjnad,25-Aug-19,79252,62672
RAVI,Jassar,25-Aug-19,-,16287
RAVI,Balloki,25-Aug-19,38925,20625
RAVI,Sidhnai,25-Aug-19,17692,2592
SUTLEJ,Sulemanki,25-Aug-19,56660,49452
SUTLEJ,Islam,25-Aug-19,18670,18670
INDUS,Kalabagh,26-Aug-19,155591,147591
INDUS,Chashma,26-Aug-19,167026,150095
INDUS,Taunsa,26-Aug-19,161230,145030
INDUS,Guddu,26-Aug-19,205921,171919
INDUS,Sukkar,26-Aug-19,180230,139555
INDUS,Kotri,26-Aug-19,197523,158438
JHELUM,Kotli,26-Aug-19,-,4900
JHELUM,Mangla,26-Aug-19,50000,12915
JHELUM,Rasul,26-Aug-19,7740,Nil
CHENAB,Jammu Tavi,26-Aug-19,-,-
CHENAB,Marala,26-Aug-19,53598,22218
CHENAB,Khanki,26-Aug-19,27320,19432
CHENAB,Qadirabad,26-Aug-19,24723,6723
CHENAB,Trimmu,26-Aug-19,40557,27457
CHENAB,Punjnad,26-Aug-19,79252,62672
RAVI,Jassar,26-Aug-19,-,16700
RAVI,Balloki,26-Aug-19,38925,20625
RAVI,Sidhnai,26-Aug-19,17083,1983
SUTLEJ,Sulemanki,26-Aug-19,56660,49452
SUTLEJ,Islam,26-Aug-19,23747,23747
INDUS,Kalabagh,26-Aug-19,168064,160064
INDUS,Chashma,26-Aug-19,166930,149999
INDUS,Taunsa,26-Aug-19,161230,145030
INDUS,Guddu,26-Aug-19,205921,171919
INDUS,Sukkar,26-Aug-19,180230,139555
INDUS,Kotri,26-Aug-19,197723,158438
JHELUM,Kotli,26-Aug-19,-,5150
JHELUM,Mangla,26-Aug-19,30000,17515
JHELUM,Rasul,26-Aug-19,7740,Nil
CHENAB,Jammu Tavi,26-Aug-19,-,-
CHENAB,Marala,26-Aug-19,58951,27571
CHENAB,Khanki,26-Aug-19,37450,29562
CHENAB,Qadirabad,26-Aug-19,22074,4074
CHENAB,Trimmu,26-Aug-19,40557,27457
CHENAB,Punjnad,26-Aug-19,81220,64640
RAVI,Jassar,26-Aug-19,-,15874
RAVI,Balloki,26-Aug-19,40115,21815
RAVI,Sidhnai,26-Aug-19,17083,1983
SUTLEJ,Sulemanki,26-Aug-19,57859,49452
SUTLEJ,Islam,26-Aug-19,23747,23747
INDUS,Kalabagh,26-Aug-19,168064,160064
INDUS,Chashma,26-Aug-19,152968,135788
INDUS,Taunsa,26-Aug-19,154563,137363
INDUS,Guddu,26-Aug-19,205921,171919
INDUS,Sukkar,26-Aug-19,180230,139555
INDUS,Kotri,26-Aug-19,200908,161623
JHELUM,Kotli,26-Aug-19,-,8190
JHELUM,Mangla,26-Aug-19,30000,17315
JHELUM,Rasul,26-Aug-19,7740,Nil
CHENAB,Jammu Tavi,26-Aug-19,-,-
CHENAB,Marala,26-Aug-19,64304,32924
CHENAB,Khanki,26-Aug-19,37499,29562
CHENAB,Qadirabad,26-Aug-19,28624,10642
CHENAB,Trimmu,26-Aug-19,38915,25815
CHENAB,Punjnad,26-Aug-19,87336,70556
RAVI,Jassar,26-Aug-19,-,12984
RAVI,Balloki,26-Aug-19,40115,21815
RAVI,Sidhnai,26-Aug-19,17083,1983
SUTLEJ,Sulemanki,26-Aug-19,52701,43483
SUTLEJ,Islam,26-Aug-19,23747,23747
INDUS,Kalabagh,26-Aug-19,148526,140526
INDUS,Chashma,26-Aug-19,152020,136100
INDUS,Taunsa,26-Aug-19,154563,137363
INDUS,Guddu,26-Aug-19,205921,171919
INDUS,Sukkar,26-Aug-19,180230,139555
INDUS,Kotri,26-Aug-19,200908,161623
JHELUM,Kotli,26-Aug-19,-,6190
JHELUM,Mangla,26-Aug-19,30000,8715
JHELUM,Rasul,26-Aug-19,7740,-
CHENAB,Jammu Tavi,26-Aug-19,-,-
CHENAB,Marala,26-Aug-19,64304,32924
CHENAB,Khanki,26-Aug-19,35543,27606
CHENAB,Qadirabad,26-Aug-19,33829,15829
CHENAB,Trimmu,26-Aug-19,38915,25815
CHENAB,Punjnad,26-Aug-19,87336,70556
RAVI,Jassar,26-Aug-19,-,20900
RAVI,Balloki,26-Aug-19,40925,20625
RAVI,Sidhnai,26-Aug-19,17083,1983
SUTLEJ,Sulemanki,26-Aug-19,41642,31922
SUTLEJ,Islam,26-Aug-19,23747,23747
INDUS,Kalabagh,27-Aug-19,164247,156247
INDUS,Chashma,27-Aug-19,151337,136677
INDUS,Taunsa,27-Aug-19,154563,137363
INDUS,Guddu,27-Aug-19,NR,NR
INDUS,Sukkar,27-Aug-19,NR,NR
INDUS,Kotri,27-Aug-19,NR,NR
JHELUM,Kotli,27-Aug-19,-,5790
JHELUM,Mangla,27-Aug-19,29000,8715
JHELUM,Rasul,27-Aug-19,7740,NIL
CHENAB,Jammu Tavi,27-Aug-19,-,-
CHENAB,Marala,27-Aug-19,58951,27571
CHENAB,Khanki,27-Aug-19,39389,31458
CHENAB,Qadirabad,27-Aug-19,33829,15829
CHENAB,Trimmu,27-Aug-19,36214,23114
CHENAB,Punjnad,27-Aug-19,87336,70556
RAVI,Jassar,27-Aug-19,-,21600
RAVI,Balloki,27-Aug-19,42115,21815
RAVI,Sidhnai,27-Aug-19,19727,2627
SUTLEJ,Sulemanki,27-Aug-19,41642,31922
SUTLEJ,Islam,27-Aug-19,29210,29210
INDUS,Kalabagh,27-Aug-19,176398,168398
INDUS,Chashma,27-Aug-19,156329,139960
INDUS,Taunsa,27-Aug-19,154563,137363
INDUS,Guddu,27-Aug-19,NR,NR
INDUS,Sukkar,27-Aug-19,NR,NR
INDUS,Kotri,27-Aug-19,NR,NR
JHELUM,Kotli,27-Aug-19,-,4780
JHELUM,Mangla,27-Aug-19,28000,8715
JHELUM,Rasul,27-Aug-19,7740,NIL
CHENAB,Jammu Tavi,27-Aug-19,-,-
CHENAB,Marala,27-Aug-19,58951,27571
CHENAB,Khanki,27-Aug-19,41437,33500
CHENAB,Qadirabad,27-Aug-19,36353,18353
CHENAB,Trimmu,27-Aug-19,36214,23114
CHENAB,Punjnad,27-Aug-19,87336,70556
RAVI,Jassar,27-Aug-19,-,25560
RAVI,Balloki,27-Aug-19,42115,21815
RAVI,Sidhnai,27-Aug-19,19727,4627
SUTLEJ,Sulemanki,27-Aug-19,41939,31922
SUTLEJ,Islam,27-Aug-19,30310,29210
INDUS,Kalabagh,27-Aug-19,176398,168398
INDUS,Chashma,27-Aug-19,146317,133067
INDUS,Taunsa,27-Aug-19,152027,134327
INDUS,Guddu,27-Aug-19,NR,NR
INDUS,Sukkar,27-Aug-19,NR,NR
INDUS,Kotri,27-Aug-19,NR,NR
JHELUM,Kotli,27-Aug-19,-,4530
JHELUM,Mangla,27-Aug-19,28000,8715
JHELUM,Rasul,27-Aug-19,7740,NIL
CHENAB,Jammu Tavi,27-Aug-19,-,-
CHENAB,Marala,27-Aug-19,58951,27571
CHENAB,Khanki,27-Aug-19,44966,37029
CHENAB,Qadirabad,27-Aug-19,37656,19656
CHENAB,Trimmu,27-Aug-19,33249,20149
CHENAB,Punjnad,27-Aug-19,83873,67093
RAVI,Jassar,27-Aug-19,-,24940
RAVI,Balloki,27-Aug-19,43300,23000
RAVI,Sidhnai,27-Aug-19,19727,4627
SUTLEJ,Sulemanki,27-Aug-19,42639,31922
SUTLEJ,Islam,27-Aug-19,30310,29210
INDUS,Kalabagh,27-Aug-19,167397,159397
INDUS,Chashma,27-Aug-19,145068,133078
INDUS,Taunsa,27-Aug-19,152027,134327
INDUS,Guddu,27-Aug-19,NR,NR
INDUS,Sukkar,27-Aug-19,NR,NR
INDUS,Kotri,27-Aug-19,NR,NR
JHELUM,Kotli,27-Aug-19,-,4410
JHELUM,Mangla,27-Aug-19,28000,10115
JHELUM,Rasul,27-Aug-19,7740,NIL
CHENAB,Jammu Tavi,27-Aug-19,-,-
CHENAB,Marala,27-Aug-19,64274,32924
CHENAB,Khanki,27-Aug-19,37499,29562
CHENAB,Qadirabad,27-Aug-19,35049,17049
CHENAB,Trimmu,27-Aug-19,33249,20149
CHENAB,Punjnad,27-Aug-19,83873,67093
RAVI,Jassar,27-Aug-19,-,26800
RAVI,Balloki,27-Aug-19,43300,23000
RAVI,Sidhnai,27-Aug-19,19727,4627
SUTLEJ,Sulemanki,27-Aug-19,42693,31922
SUTLEJ,Islam,27-Aug-19,30310,29210
INDUS,Kalabagh,28-Aug-19,182074,174074
INDUS,Chashma,28-Aug-19,143962,133232
INDUS,Taunsa,28-Aug-19,142298,124598
INDUS,Guddu,28-Aug-19,NR,NR
INDUS,Sukkar,28-Aug-19,NR,NR
INDUS,Kotri,28-Aug-19,NR,NR
JHELUM,Kotli,28-Aug-19,-,4290
JHELUM,Mangla,28-Aug-19,26000,11715
JHELUM,Rasul,28-Aug-19,7945,NIL
CHENAB,Jammu Tavi,28-Aug-19,-,-
CHENAB,Marala,28-Aug-19,64274,32924
CHENAB,Khanki,28-Aug-19,33385,25448
CHENAB,Qadirabad,28-Aug-19,35049,17049
CHENAB,Trimmu,28-Aug-19,29489,16389
CHENAB,Punjnad,28-Aug-19,83873,67093
RAVI,Jassar,28-Aug-19,-,28040
RAVI,Balloki,28-Aug-19,44485,24185
RAVI,Sidhnai,28-Aug-19,22954,7854
SUTLEJ,Sulemanki,28-Aug-19,42728,31922
SUTLEJ,Islam,28-Aug-19,30310,29210
INDUS,Kalabagh,28-Aug-19,186100,178100
INDUS,Chashma,28-Aug-19,153883,144433
INDUS,Taunsa,28-Aug-19,142298,124598
INDUS,Guddu,28-Aug-19,NR,NR
