River,Gauge Site,Date,Time,Up Stream Gauge,Up Stream Discharge,Down Stream Gauge,Down Stream Discharge,Flood Limit in Lac Cusecs (Low),Flood Limit in Lac Cusecs (Med),Flood Limit in Lac Cusecs (High),Flood Limit in Lac Cusecs     (V High),Flood Limit in Lac Cusecs     (Except. High),Remarks,,
CHENAB,Qadirabad,15-Oct-2025,12:00 Hrs,,,,,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Chiniot Bridge,15-Oct-2025,12:00 Hrs,-,-,,,1.00,1.50,2.00,4.00,6.00,Normal,,
CHENAB,Trimmu,15-Oct-2025,12:00 Hrs,,,,,1.50,2.00,3.00,4.50,6.00,Normal,,
CHENAB,Punjnad,15-Oct-2025,12:00 Hrs,,,,,,,,,,,,
RAVI,Thein,15-Oct-2025,12:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
RAVI,Jassar,15-Oct-2025,12:00 Hrs,-,-,,,0.50,0.75,1.00,1.50,2.00,Normal,,
RAVI,Ravi Syphon,15-Oct-2025,12:00 Hrs,,,,,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Shahdara,15-Oct-2025,12:00 Hrs,,,,,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Balloki,15-Oct-2025,12:00 Hrs,,,,,0.40,0.65,0.90,1.35,1.80,Normal,,
RAVI,Sidhnai,15-Oct-2025,12:00 Hrs,,,,,0.30,0.46,0.60,0.90,1.30,Normal,,
SUTLEJ,Bhakara**,15-Oct-2025,12:00 Hrs,-,-,-,-,-,-,-,-,-,-,,
SUTLEJ,G.S Wala*,15-Oct-2025,12:00 Hrs,,,,,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Bakarke,15-Oct-2025,12:00 Hrs,-,-,,Nil,-,-,-,-,-,-,,
SUTLEJ,Sulemanki,15-Oct-2025,12:00 Hrs,,,,,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,Islam,15-Oct-2025,12:00 Hrs,,,,,0.50,0.80,1.20,1.75,2.25,Normal,,
SUTLEJ,M/Syphon,15-Oct-2025,12:00 Hrs,,,,,0.50,0.80,1.20,1.75,-,Normal,,
BEAS,Pong,15-Oct-2025,12:00 Hrs,,,,,,,,,,,,
N/BEIN,Shakar Gargh,15-Oct-2025,12:00 Hrs,,,,,0.016,0.030,0.240,0.260,0.43,Normal,,
N/DEG,Kingra Bridge,15-Oct-2025,12:00 Hrs,-,-,,,0.100,0.150,0.220,0.300,-,Normal,,
N/AIK,Ura,15-Oct-2025,12:00 Hrs,-,-,,,0.020,0.090,0.130,0.160,0.330,Normal,,
N/BASANTER,Narowal,15-Oct-2025,12:00 Hrs,-,-,,,0.025,0.041,0.075,0.116,0.178,Normal,,
N/PALKHU,Wazirabad,15-Oct-2025,12:00 Hrs,-,-,,,0.025,0.031,0.050,0.250,0.260,Normal,,
N/LAI,Gawalmandi,15-Oct-2025,12:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
N/LAI,Katarian,15-Oct-2025,12:00 Hrs,-,-,NR,NR,20,,,,,Normal,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
,,,,,,,,0.40,0.65,0.90,1.35,1.80,,,
